ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212	ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ909704.13596,0,16443,UniRef50_A0A316RPF6,11438,15527
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ENA-OLPQ01000548-OLPQ01000548.1-human-gut-metagenome-genome-assembly--contig:-NODE-548-length-32137-cov-54.563494,0,32137,UniRef50_A0A316RPF6,2765,6617
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ909745.4452,0,32868,UniRef50_A0A316RPF6,3477,7329
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ919664.62202,0,9370,UniRef50_A0A316RPF6,4365,8454
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ENA|OWQG01001867|OWQG01001867.1,0,17752,UniRef50_A0A316RPF6,11951,16040
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ925283.85432,0,21043,UniRef50_A0A316RPF6,15922,20011
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ914659.18515,0,23793,UniRef50_A0A316RPF6,18667,22756
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ENA|QZLJ01000537|QZLJ01000537.1,0,30151,UniRef50_A0A316RPF6,19867,23956
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ925464.92287,0,34064,UniRef50_A0A316RPF6,26063,30152
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ925418.150307,0,18087,UniRef50_A0A316RPF6,3858,7947
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	ERZ918167.53882,0,51958,UniRef50_A0A316RPF6,46953,51042
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	Ga0245272_100878,0,39295,UniRef50_A0A316RPF6,866,4955
ENA-ORTC01001437-ORTC01001437.1-human-gut-metagenome-genome-assembly--contig:-NODE-1437-length-12416-cov-8.18154,0,12416,UniRef50_A0A316RPF6,7483,11572	Ga0243858_100276,0,78464,UniRef50_A0A316RPF6,30974,35081
ENA|UYJK01003576|UYJK01003576.1,0,10884,UniRef50_R5QL13,3065,6503	ENA|UYJK01003576|UYJK01003576.1,0,10884,UniRef50_R5QL13,3065,6503
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|OLSD01002186|OLSD01002186.1,0,14221,UniRef50_A0A316RPF6,7426,11497
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	Ga0244117_100818,0,19640,UniRef50_A0A316RPF6,7426,11515
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	Ga0169679_101128,0,10286,UniRef50_A0A316RPF6,3185,7274
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ917636.12418,0,13925,UniRef50_A0A316RPF6,7660,11749
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ918446.22555,0,9401,UniRef50_A0A316RPF6,3248,7337
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ909725.8389,0,14431,UniRef50_A0A316RPF6,8278,12367
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ983642.70143,59766,92978,UniRef50_A0A316RPF6,87606,91695
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OLNG01000819-OLNG01000819.1-human-gut-metagenome-genome-assembly--contig:-NODE-819-length-21230-cov-61.794805,0,21230,UniRef50_A0A316RPF6,12969,17058
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OLRJ01002766-OLRJ01002766.1-human-gut-metagenome-genome-assembly--contig:-NODE-2766-length-12585-cov-5.670790,0,12585,UniRef50_A0A316RPF6,1087,5158
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ918001.69580,0,15682,UniRef50_A0A316RPF6,7200,11271
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ932255.140,0,8554,UniRef50_A0A316RPF6,3462,7533
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OFLY01001019-OFLY01001019.1-human-gut-metagenome-genome-assembly--contig:-NODE-1019-length-19145-cov-9.002724,0,19145,UniRef50_A0A316RPF6,14053,18124
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ925130.7814,0,16183,UniRef50_A0A316RPF6,7625,11696
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ909678.12396,0,28415,UniRef50_A0A316RPF6,22103,26174
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OFMJ01002749-OFMJ01002749.1-human-gut-metagenome-genome-assembly--contig:-NODE-2749-length-9438-cov-4.333582,0,9438,UniRef50_A0A316RPF6,115,4186
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ917575.48090,0,13441,UniRef50_A0A316RPF6,7129,11200
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ925526.45913,0,13439,UniRef50_A0A316RPF6,7125,11196
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ925531.72967,0,13443,UniRef50_A0A316RPF6,2243,6314
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OLOI01000849-OLOI01000849.1-human-gut-metagenome-genome-assembly--contig:-NODE-849-length-29000-cov-44.903230,0,29000,UniRef50_A0A316RPF6,2895,6966
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ840322.1451,0,16094,UniRef50_A0A316RPF6,1021,5092
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|OAWC01000814|OAWC01000814.1,0,15239,UniRef50_A0A316RPF6,3856,7927
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|QZLN01002281|QZLN01002281.1,0,16332,UniRef50_A0A316RPF6,8289,12360
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ918781.13758,0,12405,UniRef50_A0A316RPF6,7418,11489
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|OBWY01000353|OBWY01000353.1,0,40064,UniRef50_A0A316RPF6,33169,37240
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	Ga0169670_100196,0,57664,UniRef50_A0A316RPF6,2084,6155
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|QZLK01000884|QZLK01000884.1,0,16338,UniRef50_A0A316RPF6,4248,8319
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ909719.49635,0,14854,UniRef50_A0A316RPF6,8899,12613
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|OLSE01001849|OLSE01001849.1,0,14473,UniRef50_A0A316RPF6,2822,6536
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ918928.108408,0,14840,UniRef50_A0A316RPF6,8543,12614
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OFPS01002174-OFPS01002174.1-human-gut-metagenome-genome-assembly--contig:-NODE-2174-length-11834-cov-6.850327,0,11834,UniRef50_A0A316RPF6,6921,10992
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA-OWZO01000464-OWZO01000464.1-human-gut-metagenome-genome-assembly--contig:-NODE-464-length-20695-cov-30.655184,0,20695,UniRef50_A0A316RPF6,3953,8024
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ERZ857785.683,0,39113,UniRef50_A0A316RPF6,1295,5366
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|WWVL01000035|WWVL01000035.1,0,35818,UniRef50_A0A316RPF6,3956,8027
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|WWVI01000036|WWVI01000036.1,8772,44589,UniRef50_A0A316RPF6,36562,40633
ENA-OWHN01000444-OWHN01000444.1-human-gut-metagenome-genome-assembly--contig:-NODE-444-length-45201-cov-12.778588,9365,45201,UniRef50_A0A316RPF6,37287,41358	ENA|SKEO01001138|SKEO01001138.1,0,22190,UniRef50_A0A316RPF6,201,4272
ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892	ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892
ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892	NZ_NTYZ01000006.1,10746,61918,UniRef50_UPI000BFE368F,24149,27158
ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892	NZ_NVHJ01000038.1,0,43677,UniRef50_UPI000BFE368F,18697,21706
ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892	NZ_NUDL01000041.1,15264,73731,UniRef50_UPI000BFE368F,48737,51746
ENA|NTRG01000027|NTRG01000027.1,11547,62719,UniRef50_UPI000BFE368F,24883,27892	NZ_NUVB01000010.1,19988,65333,UniRef50_UPI000BFE368F,54481,57490
ERZ914837.327,33412,61886,UniRef50_A0A1H0YAG6,35834,39659	ERZ914837.327,33412,61886,UniRef50_A0A1H0YAG6,35834,39659
ENA|LZRK01000006|LZRK01000006.1,0,13358,UniRef50_Q6NKI3,8412,11385	ENA|LZRK01000006|LZRK01000006.1,0,13358,UniRef50_Q6NKI3,8412,11385
ERZ1052033.121,0,13642,UniRef50_A0A4P8XVS3,7356,10620	ERZ1052033.121,0,13642,UniRef50_A0A4P8XVS3,7356,10620
ERZ1052033.121,0,13642,UniRef50_A0A4P8XVS3,7356,10620	ERZ922474.13478,0,7513,UniRef50_A0A4P8XVS3,1688,4952
Ga0079955_100020,9541,60368,UniRef50_A0A2H5XMK0,12589,14860	Ga0079955_100020,9541,60368,UniRef50_A0A2H5XMK0,12589,14860
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NVFV01000082.1,0,32572,UniRef50_Q2RX87,12929,15587
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NVNY01000022.1,0,32576,UniRef50_Q2RX87,12929,15587
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NVIR01000100.1,0,21782,UniRef50_Q2RX87,12929,15587
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_FMAK01000080.1,0,28139,UniRef50_Q2RX87,13906,16564
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NVJW01000016.1,0,29209,UniRef50_Q2RX87,15009,17667
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	Ga0260326_010,0,21782,UniRef50_Q2RX87,6195,8853
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	Ga0257777_074,0,21850,UniRef50_Q2RX87,6263,8921
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NUAH01000017.1,0,38132,UniRef50_Q2RX87,6195,8853
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NVFK01000087.1,0,32571,UniRef50_Q2RX87,16985,19643
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	ENA|NUBJ01000037|NUBJ01000037.1,0,27229,UniRef50_Q2RX87,6195,8853
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	NZ_NUCS01000014.1,0,36436,UniRef50_Q2RX87,16797,19455
ENA|NVNV01000122|NVNV01000122.1,0,17611,UniRef50_Q2RX87,1946,4604	AHEZ01000017.1
ERZ941104.29429,0,28135,UniRef50_A0A267LZI1,3323,7547	ERZ941104.29429,0,28135,UniRef50_A0A267LZI1,3323,7547
ERZ941104.29429,0,28135,UniRef50_A0A267LZI1,3323,7547	ERZ941069.50655,8031,44129,UniRef50_A0A267LZI1,36597,40806
ERZ1039444.82,0,14627,UniRef50_S0FEG1,9860,14411	ERZ1039444.82,0,14627,UniRef50_S0FEG1,9860,14411
ERZ1039444.82,0,14627,UniRef50_S0FEG1,9860,14411	ERZ898497.3442,0,16520,UniRef50_S0FEG1,215,4766
ENA|OIWK01000149|OIWK01000149.1,0,48782,UniRef50_A0A415IJP7,4246,6520	ENA|OIWK01000149|OIWK01000149.1,0,48782,UniRef50_A0A415IJP7,4246,6520
ERZ926128.108060,123292,173885,UniRef50_A0A318EL31,135518,138578	ERZ926128.108060,123292,173885,UniRef50_A0A318EL31,135518,138578
ENA|OGGI01000565|OGGI01000565.1,1133,34883,UniRef50_A0A2R3MXW7,31903,34696	ENA|OGGI01000565|OGGI01000565.1,1133,34883,UniRef50_A0A2R3MXW7,31903,34696
Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564	Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564
Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564	ERZ916626.84091,0,39023,UniRef50_A0A2G3NUX7,17630,19658
Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564	ERZ918163.57160,0,46697,UniRef50_A0A2G3NUX7,25305,27333
Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564	ERZ917976.31685,19825,71555,UniRef50_A0A2G3NUX7,39185,41213
Ga0245229_1000894,0,36905,UniRef50_A0A2G3NUX7,4536,6564	ENA-OOWZ01000002-OOWZ01000002.1-human-gut-metagenome-genome-assembly--contig:-NODE-2-length-198418-cov-8.907261,103847,155081,UniRef50_A0A2G3NUX7,107130,109158
ERZ876820.11,0,18698,UniRef50_A0A3D4E0Y5,14973,18210	ERZ876820.11,0,18698,UniRef50_A0A3D4E0Y5,14973,18210
ERZ781223.1850-NODE-1850-length-18239-cov-7.837330,0,18239,UniRef50_A0A1Q6UAM8,15027,18045	ERZ781223.1850-NODE-1850-length-18239-cov-7.837330,0,18239,UniRef50_A0A1Q6UAM8,15027,18045
NZ_JABQ01000015.1,37773,89107,UniRef50_A0A541CGR4,69167,71837	NZ_JABQ01000015.1,37773,89107,UniRef50_A0A541CGR4,69167,71837
ENA|OJQT01001360|OJQT01001360.1,0,8606,UniRef50_A0A3D4E0Y5,5509,8605	ENA|OJQT01001360|OJQT01001360.1,0,8606,UniRef50_A0A3D4E0Y5,5509,8605
ENA|AGRL01000213|AGRL01000213.1,0,29983,UniRef50_A0A5B9DB16,19331,21635	ENA|AGRL01000213|AGRL01000213.1,0,29983,UniRef50_A0A5B9DB16,19331,21635
ENA|UXSX01000022|UXSX01000022.1,5073,55402,UniRef50_A0A134C5X2,19122,21732	ENA|UXSX01000022|UXSX01000022.1,5073,55402,UniRef50_A0A134C5X2,19122,21732
ENA|UXSX01000022|UXSX01000022.1,5073,55402,UniRef50_A0A134C5X2,19122,21732	ENA-OOQZ01000010-OOQZ01000010.1-human-gut-metagenome-genome-assembly--contig:-NODE-10-length-112086-cov-6.723336,4918,55247,UniRef50_A0A134C5X2,18970,21580
ERZ1034965.2009,0,8223,UniRef50_A0A1V6BV74,3660,7299	ERZ1034965.2009,0,8223,UniRef50_A0A1V6BV74,3660,7299
ENA|WLYU01001600|WLYU01001600.1,7719,58909,UniRef50_D5ESN1,29935,32323	ENA|WLYU01001600|WLYU01001600.1,7719,58909,UniRef50_D5ESN1,29935,32323
ENA|WLYU01001600|WLYU01001600.1,7719,58909,UniRef50_D5ESN1,29935,32323	ENA|WLYU01001473|WLYU01001473.1,33304,131585,UniRef50_D5ESN1,65309,68126
Ga0208620_1000431,0,6942,UniRef50_A0A1F2PKY0,1170,5127	Ga0208620_1000431,0,6942,UniRef50_A0A1F2PKY0,1170,5127
NZ_BDCG01000013.1,136699,187505,UniRef50_A0A5B9DB16,157394,159800	NZ_BDCG01000013.1,136699,187505,UniRef50_A0A5B9DB16,157394,159800
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ERZ914928.11312,0,42362,UniRef50_A0A5B9DB16,31043,33251
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ENA|OWGD01000067|OWGD01000067.1,5224,99259,UniRef50_A0A5B9DB16,31518,33726
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ERZ945673.8,19166,46130,UniRef50_A0A5B9DB16,34643,36851
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ERZ934554.10,0,26965,UniRef50_A0A5B9DB16,9279,11487
ERZ917690.26070,35058,65995,UniRef50_A0A5B9DB16,61352,63560	ERZ909694.35371,0,39468,UniRef50_A0A5B9DB16,2010,4218
ENA|WMLA01000001|WMLA01000001.1,41674118,41727399,UniRef50_A0A0K6GF30,41680034,41682410	ENA|WMLA01000001|WMLA01000001.1,41674118,41727399,UniRef50_A0A0K6GF30,41680034,41682410
ERZ917543.51376,79077,130063,UniRef50_A0A374BJ40,122676,126732	ERZ917543.51376,79077,130063,UniRef50_A0A374BJ40,122676,126732
ERZ917543.51376,79077,130063,UniRef50_A0A374BJ40,122676,126732	ERZ918083.3561,81319,129806,UniRef50_A0A374BJ40,124999,129055
ERZ917543.51376,79077,130063,UniRef50_A0A374BJ40,122676,126732	ERZ920339.4627,22496,76101,UniRef50_A0A374BJ40,68742,72798
ERZ926370.92692,0,32069,UniRef50_A0A2X0SP17,20281,23959	ERZ926370.92692,0,32069,UniRef50_A0A2X0SP17,20281,23959
Ga0187865_1001139,0,32383,UniRef50_A0A2V2DI57,25170,28128	Ga0187865_1001139,0,32383,UniRef50_A0A2V2DI57,25170,28128
Ga0207885_100054,5138,55482,UniRef50_A0A3B0S7A8,46050,48534	Ga0207885_100054,5138,55482,UniRef50_A0A3B0S7A8,46050,48534
ERZ898586.200,21884,72636,UniRef50_A0A1S1V9T5,68927,71783	ERZ898586.200,21884,72636,UniRef50_A0A1S1V9T5,68927,71783
ENA|SKEB01000216|SKEB01000216.1,0,30100,UniRef50_Q6NKI3,111,3606	ENA|SKEB01000216|SKEB01000216.1,0,30100,UniRef50_Q6NKI3,111,3606
ENA|MNDS01000042|MNDS01000042.1,0,33268,UniRef50_A0A0S2HX99,31112,33194	ENA|MNDS01000042|MNDS01000042.1,0,33268,UniRef50_A0A0S2HX99,31112,33194
ERZ913970.62597,0,25250,UniRef50_A0A5B9DB16,1847,4055	ERZ913970.62597,0,25250,UniRef50_A0A5B9DB16,1847,4055
ERZ941568.161255,0,17866,UniRef50_R5GUN8,14592,17313	ERZ941568.161255,0,17866,UniRef50_R5GUN8,14592,17313
Ga0245215_1005070,0,7649,UniRef50_A0A1V6BV74,3520,7165	Ga0245215_1005070,0,7649,UniRef50_A0A1V6BV74,3520,7165
ERZ926510.108895,0,9372,UniRef50_A0A509E2L7,3505,5509	ERZ926510.108895,0,9372,UniRef50_A0A509E2L7,3505,5509
ERZ909605.192781,0,48099,UniRef50_A0A2Z4Y7A9,33634,36187	ERZ909605.192781,0,48099,UniRef50_A0A2Z4Y7A9,33634,36187
ERZ941586.148536,0,17805,UniRef50_A0A420YV01,8973,11415	ERZ941586.148536,0,17805,UniRef50_A0A420YV01,8973,11415
FwDRAFT_10003491,0,17539,UniRef50_G8XA12,12739,17146	FwDRAFT_10003491,0,17539,UniRef50_G8XA12,12739,17146
FwDRAFT_10003491,0,17539,UniRef50_G8XA12,12739,17146	ERZ937581.73162,0,17711,UniRef50_G8XA12,678,5085
ERZ918885.43885,0,24837,UniRef50_A0A3D1X8T8,114,2427	ERZ918885.43885,0,24837,UniRef50_A0A3D1X8T8,114,2427
Ga0111085_100717,0,30407,UniRef50_A0A2T3G373,14256,16362	Ga0111085_100717,0,30407,UniRef50_A0A2T3G373,14256,16362
ENA|SZVL01000009|SZVL01000009.1,1682671,1733396,UniRef50_A0A0K6GF30,1712109,1714635	ENA|SZVL01000009|SZVL01000009.1,1682671,1733396,UniRef50_A0A0K6GF30,1712109,1714635
AAMC04000010.1,446946,497248,UniRef50_A0A349NGK9,447671,450443	AAMC04000010.1,446946,497248,UniRef50_A0A349NGK9,447671,450443
NZ_MTBD01000029.1,0,46536,UniRef50_A0A3L8A3S7,26071,28552	NZ_MTBD01000029.1,0,46536,UniRef50_A0A3L8A3S7,26071,28552
Ga0326511_10000283,0,42657,UniRef50_A0A0S2HX99,25728,29979	Ga0326511_10000283,0,42657,UniRef50_A0A0S2HX99,25728,29979
Ga0184710_1002,0,34160,UniRef50_A0A3L8A3S7,24318,27402	Ga0184710_1002,0,34160,UniRef50_A0A3L8A3S7,24318,27402
ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746	ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746
ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746	ENA-OLOV01001543-OLOV01001543.1-human-gut-metagenome-genome-assembly--contig:-NODE-1543-length-17857-cov-5.470003,0,17857,UniRef50_A0A3D4E0Y5,737,3971
ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746	ENA-OLYA01001909-OLYA01001909.1-human-gut-metagenome-genome-assembly--contig:-NODE-1909-length-7323-cov-2.729499,0,7323,UniRef50_A0A3D4E0Y5,2205,5439
ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746	ENA-OGZC01001473-OGZC01001473.1-human-gut-metagenome-genome-assembly--contig:-NODE-1473-length-12587-cov-3.911826,0,12587,UniRef50_A0A3D4E0Y5,2506,5740
ERZ920077.58546,0,48610,UniRef50_A0A3D4E0Y5,4512,7746	Ga0168827_100969,4297,31685,UniRef50_A0A3D4E0Y5,6952,10186
